county_fips,production_survey
36037,680605.8823529412
36039,
36041,
36043,
36045,50571.42857142857
36047,
36049,
36051,888623.5294117647
36053,50892.857142857145
36055,678981.25
36057,18375.0
36059,
36061,
36063,489566.6666666667
36065,107544.44444444444
36067,249064.70588235295
36069,584433.3333333334
36071,
36073,573858.8235294118
36075,21966.666666666668
36077,
36079,
36081,
36083,31533.333333333332
36085,
36087,
36089,
36091,
36093,
36095,
36097,29500.0
36099,417472.22222222225
36101,116925.0
36103,23375.0
36105,
36107,
36109,65035.71428571428
36111,17300.0
36113,
36115,13775.0
36117,230305.88235294117
36119,
36121,225453.33333333334
36123,233077.77777777778
37001,118152.38095238095
37003,37118.75
37005,
37007,247500.0
37009,
37011,
37013,1393700.0
37015,284826.3157894737
37017,205856.25
37019,41000.0
37021,
37023,8700.0
37025,143930.0
37027,19581.81818181818
37029,567550.0
37031,182190.9090909091
37033,72840.0
37035,203452.38095238095
37037,50718.75
37039,
37041,229250.0
37043,
37045,308550.0
37047,591066.6666666666
37049,180957.14285714287
37051,247055.55555555556
37053,429904.7619047619
37055,15333.333333333334
37057,101347.61904761905
37059,159333.33333333334
37061,885950.0
37063,27427.272727272728
37065,404550.0
37067,48850.0
37069,296466.6666666667
37071,50052.94117647059
37073,325157.8947368421
37075,
37077,128980.95238095238
37079,359847.61904761905
37081,240838.09523809524
37083,224020.0
37085,268000.0
37087,11000.0
37089,
37091,110715.38461538461
37093,208470.58823529413
37095,586905.5555555555
37097,310684.2105263158
37099,
37101,527761.9047619047
37103,294822.22222222225
37105,54356.25
37107,510142.85714285716
37109,156650.0
37111,
37113,
37115,
37117,211647.61904761905
37119,59783.333333333336
37121,
37123,12866.666666666666
37125,64365.0
37127,255000.0
37129,
37131,361600.0
37133,172490.0
37135,94157.14285714286
37137,417352.9411764706
37139,898190.4761904762
37141,167454.54545454544
37143,894476.1904761905
37145,304530.0
37147,662152.380952381
37149,11000.0
37151,172666.66666666666
37153,60272.72727272727
37155,1839904.761904762
37157,180342.85714285713
37159,387571.4285714286
37161,23691.666666666668
37163,1051628.5714285714
37165,202250.0
37167,467350.0
37169,27971.428571428572
37171,103923.07692307692
37173,
37175,
37177,810263.1578947369
37179,2072666.6666666667
37181,118690.47619047618
37183,141047.61904761905
37185,118442.85714285714
37187,789161.9047619047
37189,
37191,1235555.0
37193,33500.0
37195,353220.0
37197,211477.77777777778
37199,
38001,258936.36363636365
38003,121563.63636363637
38005,507716.6666666667
38007,90750.0
38009,819928.5714285715
38011,183591.66666666666
38013,278920.0
38015,296466.6666666667
38017,71760.0
38019,672750.0
38021,247661.53846153847
38023,158066.66666666666
38025,260100.0
38027,126644.44444444444
38029,407800.0
38031,80100.0
38033,240616.66666666666
38035,117466.66666666667
38037,245957.14285714287
38039,69990.90909090909
38041,579853.8461538461
38043,201090.9090909091
38045,52033.333333333336
38047,255869.23076923078
38049,527550.0
38051,442784.6153846154
38053,137409.0909090909
38055,585760.0
38057,135000.0
38059,103355.55555555556
38061,357228.5714285714
38063,292291.6666666667
38065,52333.333333333336
38067,290675.0
38069,293200.0
38071,417235.71428571426
38073,140033.33333333334
38075,756666.6666666666
38077,17550.0
38079,289075.0
38081,129260.0
38083,101500.0
38085,88655.55555555556
38087,121750.0
38089,358235.71428571426
38091,157712.5
38093,302383.3333333333
38095,321453.8461538461
38097,144700.0
38099,147380.0
38101,919770.5882352941
38103,251750.0
38105,188566.66666666666
39001,105038.88888888889
39003,1066047.619047619
39005,432076.4705882353
39007,205211.11111111112
39009,35657.142857142855
39011,1328790.4761904762
39013,
39015,118912.5
39017,250166.66666666666
39019,72937.5
39021,395147.36842105264
39023,277363.15789473685
39025,126122.22222222222
39027,367494.44444444444
39029,307230.0
39031,111480.95238095238
39033,1398752.380952381
39035,
39037,1367571.4285714286
39039,1268814.2857142857
39041,543060.0
39043,504150.0
39045,648552.380952381
39047,617940.0
39049,265452.9411764706
39051,1299500.0
39053,
39055,46333.333333333336
39057,305427.77777777775
39059,
39061,
39063,2259261.904761905
39065,1039020.0
39067,
39069,2336366.6666666665
39071,511705.0
39073,24500.0
39075,127363.15789473684
39077,1258366.6666666667
39079,35422.22222222222
39081,
39083,276855.0
39085,
39087,
39089,425557.8947368421
39091,581365.0
39093,534257.1428571428
39095,449352.63157894736
39097,670723.8095238095
39099,183721.05263157896
39101,801255.0
39103,251542.1052631579
39105,33650.0
39107,1535063.1578947369
39109,526794.7368421053
39111,
39113,210211.11111111112
39115,14550.0
39117,717583.3333333334
39119,80005.0
39121,
39123,730935.0
39125,2225319.0476190476
39127,114915.78947368421
39129,1299294.4444444445
39131,54262.5
39133,181919.04761904763
39135,438688.8888888889
39137,2756504.761904762
39139,479311.76470588235
39141,757620.0
39143,1139025.0
39145,48166.666666666664
39147,2323025.0
39149,998404.7619047619
39151,375294.1176470588
39153,25900.0
39155,215505.26315789475
39157,140500.0
39159,862200.0
39161,1284390.0
39163,
39165,208650.0
39167,61062.5
39169,578360.0
39171,1320104.761904762
39173,2971028.5714285714
39175,1335135.0
40001,22000.0
40003,7070010.0
40005,15250.0
40007,2577105.0
40009,1102740.0
40011,4160400.0
40013,179156.25
40015,3965250.0
40017,4389900.0
40019,39784.61538461538
40021,8200.0
40023,53777.77777777778
40025,3472333.3333333335
40027,90752.63157894737
40029,18933.333333333332
40031,1107400.0
40033,2148700.0
40035,279738.09523809527
40037,37638.88888888889
40039,4631433.333333333
40041,75692.30769230769
40043,2488233.3333333335
40045,958176.4705882353
40047,8913250.0
40049,253025.0
40051,1470466.6666666667
40053,8597257.142857144
40055,1649015.7894736843
40057,889937.5
40059,1555388.888888889
40061,26900.0
40063,75940.0
40065,4026275.0
40067,320800.0
40069,31600.0
40071,4906619.047619048
40073,5449985.714285715
40075,5404657.142857143
40077,
40079,166000.0
40081,82444.44444444444
40083,1384480.9523809524
40085,83580.0
40087,280509.5238095238
40089,92555.55555555556
40091,37666.666666666664
40093,3062315.789473684
40095,31550.0
40097,161457.14285714287
40099,37911.11111111111
40101,252843.75
40103,2941300.0
40105,94650.0
40107,34111.11111111111
40109,245075.0
40111,94423.07692307692
40113,378868.4210526316
40115,657865.0
40117,214538.88888888888
40119,214065.0
40121,27000.0
40123,16611.11111111111
40125,187390.0
40127,
40129,811631.5789473684
40131,121361.11111111111
40133,34777.77777777778
40135,140000.0
40137,252252.63157894736
40139,6213765.0
40141,3423226.3157894737
40143,52800.0
40145,427700.0
40147,189944.44444444444
40149,5070050.0
40151,4841942.857142857
40153,1530833.3333333333
41001,613166.6666666666
41003,301988.8888888889
41005,106223.07692307692
41007,
41009,7300.0
41011,
41013,93445.45454545454
41015,
41017,43940.0
41019,63000.0
41021,3255942.8571428573
41023,26250.0
41025,
41027,6500.0
41029,36971.42857142857
41031,517031.25
41033,27000.0
41035,314005.8823529412
41037,
41039,305333.3333333333
41041,
41043,742200.0
41045,2635075.0
41047,911972.2222222222
41049,4961466.666666667
41051,54887.5
41053,799877.7777777778
41055,4926866.666666667
41057,
41059,15286457.142857144
41061,2124673.6842105263
41063,261894.44444444444
41065,3091380.9523809524
41067,1162827.7777777778
41069,19940.0
41071,791833.3333333334
42001,532505.5555555555
42003,18425.0
42005,62670.58823529412
42007,35142.857142857145
42009,80213.33333333333
42011,572661.1111111111
42013,58720.0
42015,15200.0
42017,147400.0
42019,107811.76470588235
42021,113818.75
42023,
42025,29966.666666666668
42027,203205.55555555556
42029,441077.77777777775
42031,40016.666666666664
42033,70500.0
42035,50291.666666666664
42037,248647.0588235294
42039,70356.25
42041,396075.0
42043,223041.17647058822
42045,
42047,
42049,92846.66666666667
42051,28187.5
42053,
42055,512952.9411764706
42057,70968.75
42059,
42061,71366.66666666667
42063,74142.85714285714
42065,42000.0
42067,82368.75
42069,39800.0
42071,838933.3333333334
42073,130105.88235294117
42075,330611.76470588235
42077,415355.55555555556
42079,58588.23529411765
42081,74666.66666666667
42083,
42085,150000.0
42087,68186.66666666667
42089,29609.090909090908
42091,81544.44444444444
42093,53000.0
42095,246800.0
42097,224164.70588235295
42099,181029.41176470587
42101,
42103,
42105,50645.833333333336
42107,227382.35294117648
42109,98316.66666666667
42111,51366.666666666664
42113,
42115,
42117,34700.0
42119,100764.70588235294
42121,44900.0
42123,
42125,28728.571428571428
42127,
42129,103925.0
42131,
42133,1211555.5555555555
44001,
44003,
44005,
44007,
44009,
45001,17714.285714285714
45003,70856.25
45005,273100.0
45007,109072.22222222222
45009,82243.75
45011,72576.92307692308
45013,
45015,30766.666666666668
45017,143988.88888888888
45019,
45021,12000.0
45023,57881.25
45025,268923.5294117647
45027,797161.1111111111
45029,42590.90909090909
45031,699870.5882352941
45033,897794.4444444445
45035,52944.444444444445
45037,39590.0
45039,
45041,434335.29411764705
45043,36900.0
45045,17828.571428571428
45047,
45049,101650.0
45051,438088.8888888889
45053,
45055,67235.71428571429
45057,27900.0
45059,22425.0
45061,899094.1176470588
45063,48118.181818181816
45065,
45067,228773.33333333334
45069,422205.55555555556
45071,170772.22222222222
45073,35676.92307692308
45075,587516.6666666666
45077,
45079,162653.33333333334
45081,62037.5
45083,38621.42857142857
45085,711500.0
45087,
45089,274914.28571428574
45091,51100.0
46003,1028178.947368421
46005,1067823.5294117648
46007,1214725.0
46009,418411.76470588235
46011,95550.0
46013,138222.22222222222
46015,1666290.0
46017,359260.0
46019,230000.0
46021,152700.0
46023,2686370.0
46025,294636.36363636365
46027,126888.88888888889
46029,233638.46153846153
46031,357369.23076923075
46033,87500.0
46035,686166.6666666666
46037,137854.54545454544
46039,210090.9090909091
46041,569384.6153846154
46043,914368.4210526316
46045,279190.0
46047,286333.3333333333
46049,561183.3333333334
46051,260000.0
46053,764884.6153846154
46055,3270270.588235294
46057,246728.57142857142
46059,2063973.6842105263
46061,426131.25
46063,117580.0
46065,2482111.111111111
46067,648105.8823529412
46069,1326950.0
46071,920272.7272727273
46073,568000.0
46075,1604882.3529411764
46077,721062.5
46079,77833.33333333333
46081,12400.0
46083,67400.0
46085,3559323.8095238097
46087,65500.0
46089,193875.0
46091,42833.333333333336
46093,1314352.9411764706
46095,683923.0769230769
46097,370933.3333333333
46099,70500.0
46101,41500.0
46102,559815.3846153846
46103,1621700.0
46105,489111.1111111111
46107,2388576.470588235
46109,40033.333333333336
46111,251980.0
46115,729558.8235294118
46117,2231000.0
46119,5244500.0
46121,188692.3076923077
46123,2310652.6315789474
46125,231316.66666666666
46127,22000.0
46129,329030.76923076925
46135,126320.0
46137,1365083.3333333333
47001,
47003,185523.80952380953
47005,50000.0
47007,39964.28571428572
47009,42994.117647058825
47011,32733.333333333332
47013,
47015,49206.666666666664
47017,536250.0
47019,
47021,16900.0
47023,59954.545454545456
47025,
47027,
47029,24000.0
47031,196895.0
47033,765142.8571428572
47035,20000.0
47037,25000.0
47039,28333.333333333332
47041,29000.0
47043,
47045,1294058.8235294118
47047,458388.8888888889
47049,
47051,520476.1904761905
47053,2671666.6666666665
47055,170720.0
47057,15033.333333333334
47059,18180.0
47061,36372.72727272727
47063,19150.0
47065,
47067,
47069,255176.4705882353
47071,107454.54545454546
47073,4400.0
47075,1118285.7142857143
47077,88866.66666666667
47079,670190.4761904762
47081,38800.0
47083,
47085,40500.0
47087,
47089,31850.0
47091,
47093,
47095,502294.1176470588
47097,517888.8888888889
47099,378857.14285714284
47101,
47103,346800.0
47105,41981.818181818184
47107,64125.0
47109,60750.0
47111,43233.333333333336
47113,635150.0
47115,59253.846153846156
47117,103756.25
47119,110330.0
47121,
47123,57880.95238095238
47125,543315.7894736842
47127,
47129,
47131,1208300.0
47133,
47135,21000.0
47137,
47139,75754.54545454546
47141,
47143,27666.666666666668
47145,
47147,1868571.4285714286
47149,132680.0
47151,
47153,25500.0
47155,
47157,284083.3333333333
47159,77100.0
47161,
47163,27000.0
47165,308428.5714285714
47167,557666.6666666666
47169,32000.0
47171,
47173,
47175,
47177,72331.25
47179,13550.0
47181,
47183,1449190.4761904762
47185,45450.0
47187,68863.63636363637
47189,25566.666666666668
48001,39875.0
48003,41000.0
48005,15000.0
48007,
48009,593847.619047619
48011,883395.2380952381
48013,45728.57142857143
48015,
48017,569029.4117647059
48019,
48021,5625.0
48023,1169415.0
48025,27125.0
48027,670457.1428571428
48029,143765.0
48031,
48033,52300.0
48035,110338.88888888889
48037,175383.33333333334
48039,65666.66666666667
48041,12500.0
48043,
48045,360435.0
48047,
48049,82166.66666666667
48051,41777.77777777778
48053,15000.0
48055,28058.333333333332
48057,
48059,292314.28571428574
48061,
48063,
48065,1822761.9047619049
48067,
48069,2878200.0
48071,28600.0
48073,
48075,520752.63157894736
48077,579552.380952381
48079,167780.0
48081,85884.21052631579
48083,512857.14285714284
48085,1558210.5263157894
48087,263373.6842105263
48089,49625.0
48091,6800.0
48093,58475.0
48095,744500.0
48097,710290.4761904762
48099,312461.90476190473
48101,138864.70588235295
48103,
48105,
48107,177177.77777777778
48109,34600.0
48111,3244666.6666666665
48113,203384.61538461538
48115,224762.5
48117,3303476.1904761903
48119,419550.0
48121,750376.1904761905
48123,21583.333333333332
48125,101941.17647058824
48127,25000.0
48129,134111.11111111112
48131,18000.0
48133,54850.0
48135,
48137,14000.0
48139,1058100.0
48141,33000.0
48143,43300.0
48145,562973.6842105263
48147,1172957.142857143
48149,
48151,244775.0
48153,1134825.0
48155,1084480.0
48157,27000.0
48159,8820.0
48161,3000.0
48163,237689.47368421053
48165,594178.5714285715
48167,
48169,35062.5
48171,97365.0
48173,134381.25
48175,
48177,15025.0
48179,846555.5555555555
48181,1390228.5714285714
48183,
48185,
48187,237895.0
48189,1039240.0
48191,94550.0
48193,105915.0
48195,4334764.705882353
48197,1001642.8571428572
48199,38000.0
48201,35500.0
48203,
48205,2331400.0
48207,1885700.0
48209,40500.0
48211,178468.42105263157
48213,16166.666666666666
48215,
48217,1600000.0
48219,107523.07692307692
48221,9862.5
48223,23425.0
48225,12071.42857142857
48227,35650.0
48229,40550.0
48231,764200.0
48233,1111700.0
48235,14333.333333333334
48237,19678.571428571428
48239,62750.0
48241,
48243,
48245,
48247,
48249,44000.0
48251,343333.3333333333
48253,1424423.8095238095
48255,95570.0
48257,234376.4705882353
48259,7000.0
48261,
48263,69276.92307692308
48265,9000.0
48267,12725.0
48269,86560.0
48271,11000.0
48273,60666.666666666664
48275,2241571.4285714286
48277,651445.0
48279,801811.7647058824
48281,37850.0
48283,27625.0
48285,
48287,
48289,
48291,74500.0
48293,127200.0
48295,586647.3684210526
48297,18975.0
48299,20500.0
48301,
48303,150600.0
48305,121216.66666666667
48307,648152.380952381
48309,1118809.5238095238
48311,20000.0
48313,
48315,
48317,43781.818181818184
48319,29120.0
48321,23000.0
48323,
48325,399255.0
48327,49220.0
48329,49900.0
48331,317670.0
48333,34740.0
48335,133091.66666666666
48337,89135.29411764706
48339,
48341,2421857.1428571427
48343,
48345,40500.0
48347,
48349,217790.47619047618
48351,
48353,199722.22222222222
48355,153166.66666666666
48357,3748380.9523809524
48359,450435.0
48361,
48363,25722.222222222223
48365,
48367,16566.666666666668
48369,2556684.210526316
48371,49344.444444444445
48373,
48375,273088.8888888889
48377,
48379,10600.0
48381,1141866.6666666667
48383,88760.0
48385,
48387,88025.0
48389,49844.444444444445
48391,
48393,188629.41176470587
48395,46162.5
48397,162625.0
48399,1784952.380952381
48401,10000.0
48403,
48405,
48407,
48409,
48411,271726.3157894737
48413,63073.333333333336
48415,103426.66666666667
48417,191205.26315789475
48419,
48421,3816505.263157895
48423,18000.0
48425,
48427,
48429,44890.0
48431,32812.5
48433,340630.76923076925
48435,9000.0
48437,1618250.0
48439,115909.09090909091
48441,997509.5238095238
48443,
48445,418569.23076923075
48447,728220.0
48449,
48451,898047.619047619
48453,79255.55555555556
48455,
48457,
48459,3000.0
48461,97000.0
48463,402950.0
48465,
48467,9666.666666666666
48469,11000.0
48471,
48473,5500.0
48475,
48477,25333.333333333332
48479,
48481,67744.44444444444
48483,174100.0
48485,1700957.142857143
48487,2495600.0
48489,12000.0
48491,405880.95238095237
48493,73380.0
48495,18000.0
48497,70777.77777777778
48499,9000.0
48501,319792.85714285716
48503,515138.09523809527
48505,23000.0
48507,216227.77777777778
49001,
49003,2831736.3636363638
49005,768690.0
49007,
49009,
49011,195044.44444444444
49013,
49015,24000.0
49017,
49019,
49021,59000.0
49023,128544.44444444444
49025,
49027,134660.0
49029,
49031,
49033,
49035,168444.44444444444
49037,489427.2727272727
49039,
49041,
49043,35000.0
49045,87085.71428571429
49047,8000.0
49049,500888.8888888889
49051,
49053,7000.0
49055,
49057,152187.5
50001,
50003,
50005,
50007,
50009,
50011,
50013,
50015,
50017,
50019,
50021,
50023,
50025,
50027,
51001,934195.2380952381
51003,35500.0
51005,
51007,103688.23529411765
51009,
51011,53064.705882352944
51013,
51015,130727.27272727272
51017,
51019,44221.42857142857
51021,
51023,41700.0
51025,58533.333333333336
51027,
51029,11850.0
51031,70355.55555555556
51033,471404.7619047619
51035,
51036,374366.6666666667
51037,96315.78947368421
51041,34772.72727272727
51043,43288.88888888889
51045,
51047,60758.82352941176
51049,35600.0
51051,
51053,193900.0
51057,604485.7142857143
51059,
51061,61494.444444444445
51063,
51065,45200.0
51067,54421.05263157895
51069,40500.0
51071,
51073,106693.75
51075,108209.09090909091
51077,
51079,
51081,80294.11764705883
51083,123495.0
51085,485810.0
51087,126066.66666666667
51089,
51091,
51093,394364.70588235295
51095,58050.0
51097,303968.4210526316
51099,80275.0
51101,449385.0
51103,175030.0
51105,
51107,129263.15789473684
51109,52463.63636363636
51111,48792.857142857145
51113,60650.0
51115,
51117,130957.8947368421
51119,199415.7894736842
51121,
51125,
51127,154308.33333333334
51131,815909.5238095238
51133,675645.0
51135,53850.0
51137,56418.75
51139,
51141,
51143,242557.14285714287
51145,46362.5
51147,28383.333333333332
51149,182450.0
51153,29662.5
51155,33500.0
51157,
51159,433431.5789473684
51161,
51163,
51165,78619.04761904762
51167,
51169,
51171,45041.17647058824
51173,
51175,373963.15789473685
51177,55428.57142857143
51179,
51181,359215.7894736842
51183,307285.0
51185,
51187,
51191,
51193,560119.0476190476
51195,
51197,
51199,
51510,
51520,
51530,
51540,
51550,395838.8888888889
51570,
51580,
51590,
51595,
51600,
51610,
51620,
51630,
51640,
51650,
51660,
51670,
51678,
51680,
51683,
51685,
51690,
51700,
51710,
51720,
51730,
51735,
51740,
51750,
51760,
51770,
51775,
51790,
51800,375361.90476190473
51810,312300.0
51820,
51830,
51840,
53001,13320614.285714285
53003,1080450.0
53005,4060417.6470588236
53007,
53009,
53011,
53013,5418709.523809524
53015,
53017,6962552.380952381
53019,
53021,3480300.0
53023,3862400.0
53025,8280455.0
53027,
53029,
53031,
53033,
53035,
53037,40000.0
53039,1057926.3157894737
53041,
53043,16900510.0
53045,
53047,331886.6666666667
53049,
53051,
53053,
53055,
53057,236777.77777777778
53059,
53061,36000.0
53063,6265736.842105263
53065,229214.2857142857
53067,
53069,
53071,13368595.238095239
53073,43000.0
53075,26636895.23809524
53077,936000.0
54001,
54003,52011.76470588235
54005,
54007,
54009,
54011,
54013,
54015,
54017,
54019,
54021,
54023,
54025,
54027,
54029,
54031,
54033,
54035,
54037,239294.11764705883
54039,
54041,
54043,
54045,
54047,
54049,
54051,
54053,22333.333333333332
54055,
54057,
54059,
54061,
54063,75000.0
54065,
54067,
54069,
54071,
54073,
54075,
54077,
54079,
54081,
54083,
54085,
54087,
54089,
54091,
54093,
54095,
54097,
54099,
54101,
54103,
54105,
54107,
54109,
55001,40175.0
55003,
55005,111346.15384615384
55007,
55009,585552.6315789474
55011,
55013,35500.0
55015,578252.6315789474
55017,34500.0
55019,84300.0
55021,518080.0
55023,52683.333333333336
55025,809220.0
55027,837540.0
55029,586395.0
55031,
55033,45787.5
55035,23450.0
55037,
55039,894395.0
55041,
55043,112113.33333333333
55045,377127.77777777775
55047,245244.44444444444
55049,116815.78947368421
55051,
55053,42933.333333333336
55055,361610.5263157895
55057,92192.30769230769
55059,333690.0
55061,600650.0
55063,31775.0
55065,145400.0
55067,131607.6923076923
55069,23200.0
55071,926940.0
55073,98555.55555555556
55075,69757.14285714286
55077,56242.857142857145
55078,
55079,38000.0
55081,31100.0
55083,274672.22222222225
55085,
55087,441015.7894736842
55089,278373.6842105263
55091,
55093,
55095,35936.36363636364
55097,26300.0
55099,
55101,574825.0
55103,64914.28571428572
55105,575605.8823529412
55107,
55109,58933.333333333336
55111,243965.0
55113,
55115,189177.77777777778
55117,691815.0
55119,
55121,38533.333333333336
55123,49509.09090909091
55125,
55127,481188.8888888889
55129,36900.0
55131,323660.0
55133,211750.0
55135,130535.0
55137,64581.25
55139,621500.0
55141,91444.44444444444
56001,
56003,
56005,136500.0
56007,
56009,37000.0
56011,131269.23076923078
56013,
56015,816514.2857142857
56017,
56019,
56021,2299541.1764705884
56023,
56025,25000.0
56027,135480.0
56029,
56031,291346.1538461539
56033,58800.0
56035,
56037,
56039,
56041,
56043,
56045,
